"Device","Site","Status","IP Address","Availability","CPU/Memory","CPU AVG","Memory AVG","Tags","Vendor","Type","Version","Description"
"dgrcrwcrt002","GMCH Grand Rapids","Good","10.193.8.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"dgrcrwcrt003","GMCH Grand Rapids","Good","10.193.8.184","Good","Good","26","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"dgrcrwcrt004","GMCH Grand Rapids","Good","10.193.8.185","Good","Good","17","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"djacrwcrt001","DAEJEON AS CENTER","Good","10.193.203.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"djacrwcrt002","DAEJEON AS CENTER","Good","10.193.203.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"djacrwcrt003","DAEJEON AS CENTER","Good","10.193.203.248","Good","Good","16","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"djacrwcrt004","DAEJEON AS CENTER","Good","10.193.203.249","Good","Good","16","41","","Viptela","Router","20.3.3","Viptela SNMP agent"
"dpscrwcrt001","Design Photographic Studio","Good","10.193.36.222","Good","Good","1","4","Corp, GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"dpscrwcrt002","Design Photographic Studio","Good","10.193.36.223","Good","Good","1","4","Corp, GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"dpscrwcrt003","Design Photographic Studio","Good","10.193.36.248","Good","Good","14","34","Corp, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"dpscrwcrt004","Design Photographic Studio","Good","10.193.36.249","Good","Good","13","34","Corp, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"eascrwcrt001","E-Seoul AS Center","Good","10.193.206.222","Good","Good","1","5","Corp, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"eascrwcrt002","E-Seoul AS Center","Good","10.193.206.223","Good","Good","1","5","Corp, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"eascrwcrt003","E-Seoul AS Center","Good","10.193.206.248","Good","Good","15","39","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"eascrwcrt004","E-Seoul AS Center","Good","10.193.206.249","Good","Good","14","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ecscrwcrt001","Romulus","Good","10.193.10.30","Good","Good","1","20","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ecscrwcrt002","Romulus","Good","10.193.10.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ecscrwcrt003","Romulus","Good","10.193.10.56","Good","Good","27","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ecscrwcrt004","Romulus","Good","10.193.10.57","Good","Good","19","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"edmcrwcrt001","Edmonton CCA PDC","Good","10.193.12.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"edmcrwcrt002","Edmonton CCA PDC","Good","10.193.12.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ezbcrwcrt001","New ACDC","Good","10.193.210.30","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ezbcrwcrt002","New ACDC","Good","10.193.210.31","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ezbcrwcrt003","New ACDC","Good","10.193.210.56","Good","Good","13","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ezbcrwcrt004","New ACDC","Good","10.193.210.57","Good","Good","13","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"fchcrwcrt001","Factory One","Good","10.193.32.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"fchcrwcrt002","Factory One","Good","10.193.32.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"fchcrwcrt003","Factory One","Good","10.193.32.248","Good","Good","15","34","GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"fchcrwcrt004","Factory One","Good","10.193.32.249","Good","Good","16","33","GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"fftcrwcrt001","Fairfax Assembly","Good","10.193.6.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"fftcrwcrt002","Fairfax Assembly","Good","10.193.6.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"fftcrwcrt003","Fairfax Assembly","Good","10.193.6.120","Good","Good","27","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"fftcrwcrt004","Fairfax Assembly","Good","10.193.6.121","Good","Good","21","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"figcrwcrt001","Flint Distribution Center","Good","10.193.36.94","Good","Good","6","3","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"figcrwcrt002","Flint Distribution Center","Good","10.193.36.95","Good","Good","6","3","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"ftdcrwcrt001","Flint Tool and Die","Good","10.193.6.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ftdcrwcrt002","Flint Tool and Die","Good","10.193.6.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ftdcrwcrt003","Flint Tool and Die","Good","10.193.6.248","Good","Good","20","35","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ftdcrwcrt004","Flint Tool and Die","Good","10.193.6.249","Good","Good","16","35","","Viptela","Router","20.3.3","Viptela SNMP agent"
"fwacrwcrt001","Fort Wayne Assembly","Good","10.193.7.94","Good","Good","2","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"fwacrwcrt002","Fort Wayne Assembly","Good","10.193.7.95","Good","Good","2","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"fwacrwcrt003","Fort Wayne Assembly","Good","10.193.7.120","Good","Good","33","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"fwacrwcrt004","Fort Wayne Assembly","Good","10.193.7.121","Good","Good","25","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"g04crwcrt001","OnStar Merkle Columbia","Good","10.193.58.30","Good","Good","1","4","CNE_NA, ONSTAR-SUPPLIER","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g04crwcrt002","OnStar Merkle Columbia","Good","10.193.58.31","Good","Good","1","4","CNE_NA, ONSTAR-SUPPLIER","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g04crwcrt003","OnStar Merkle Columbia","Good","10.193.58.56","Good","Good","13","31","CNE_NA, ONSTAR-SUPPLIER","Viptela","Router","20.3.3","Viptela SNMP agent"
"g04crwcrt004","OnStar Merkle Columbia","Good","10.193.58.57","Good","Good","13","31","CNE_NA, ONSTAR-SUPPLIER","Viptela","Router","20.3.3","Viptela SNMP agent"
"g05crwcrt001","OnStar Merced Santa Clara","Good","10.193.58.94","Good","Good","1","4","CNE_NA, ONSTAR-SUPPLIER","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g05crwcrt002","OnStar Merced Santa Clara","Good","10.193.58.95","Good","Good","1","4","CNE_NA, ONSTAR-SUPPLIER","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g05crwcrt003","OnStar Merced Santa Clara","Good","10.193.58.120","Good","Good","12","31","CNE_NA, ONSTAR-SUPPLIER","Viptela","Router","20.3.3","Viptela SNMP agent"
"g05crwcrt004","OnStar Merced Santa Clara","Good","10.193.58.121","Good","Good","15","31","CNE_NA, ONSTAR-SUPPLIER","Viptela","Router","20.3.3","Viptela SNMP agent"
"g07crwcrt001","OnStar Convergys Lake Mary","Good","10.193.58.222","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g10crwcrt001","OnStar Servicom Shelton Novia Scotia","Good","10.193.56.222","Good","Good","1","4","CNE_NA, ONSTAR-SUPPLIER","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g10crwcrt002","OnStar Servicom Shelton Novia Scotia","Good","10.193.56.223","Good","Good","1","4","CNE_NA, ONSTAR-SUPPLIER","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g10crwcrt003","OnStar Servicom Shelton Novia Scotia","Good","10.193.56.248","Good","Good","15","31","CNE_NA, ONSTAR-SUPPLIER","Viptela","Router","20.3.3","Viptela SNMP agent"
"g10crwcrt004","OnStar Servicom Shelton Novia Scotia","Good","10.193.56.249","Good","Good","15","31","CNE_NA, ONSTAR-SUPPLIER","Viptela","Router","20.3.3","Viptela SNMP agent"
"g12crwcrt001","OnStar Verizon Sacramento","Good","10.193.56.30","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"g14crwcrt001","OnStar Jasper Atlanta","Good","10.193.38.30","Good","Good","1","12","CNE_NA, ONSTAR-BLACK","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"g15crwcrt001","OnStar Carpathia Hosting Phoenix","Good","10.193.38.158","Good","Good","1","7","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"g16crwcrt001","OnStar Jasper San Jose","Good","10.193.38.94","Good","Good","1","7","CNE_NA, ONSTAR-BLACK","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"gbccrwcrt001","Grand Blanc Center","Good","10.193.11.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"gbccrwcrt002","Grand Blanc Center","Good","10.193.11.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"gbccrwcrt003","Grand Blanc Center","Good","10.193.11.56","Good","Good","15","33","MFG, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"gbccrwcrt004","Grand Blanc Center","Good","10.193.11.57","Good","Good","14","33","MFG, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"gcacrwcrt001","Cairo Call Centre","Good","10.193.165.30","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"gcacrwcrt002","Cairo Call Centre","Good","10.193.165.31","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"gcacrwcrt003","Cairo Call Centre","Good","10.193.165.56","Good","Good","16","44","","Viptela","Router","20.3.3","Viptela SNMP agent"
"gcacrwcrt004","Cairo Call Centre","Good","10.193.165.57","Good","Good","15","44","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ggacrwcrt001","Alpharetta","Good","10.193.0.158","Good","Good","6","16","Corp, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"ggacrwcrt002","Alpharetta","Good","10.193.0.159","Good","Good","6","3","Corp, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"gmlcrwcrt001","GM Live","Good","10.193.39.158","Good","Good","23","6","Corp, cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000aes Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195_2
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195_2
Copyright ("
"gmlcrwcrt002","GM Live","Good","10.193.39.159","Good","Good","22","6","Corp, cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000aes Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195_2
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195_2
Copyright ("
"gracrwcrt001","GENERAL RODRIGUEZ CCA","Good","10.193.65.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"gracrwcrt002","GENERAL RODRIGUEZ CCA","Good","10.193.65.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"gracrwcrt003","GENERAL RODRIGUEZ CCA","Good","10.193.65.184","Good","Good","15","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"gracrwcrt004","GENERAL RODRIGUEZ CCA","Good","10.193.65.185","Good","Good","14","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
